#WORD	NN	VB	JJ	RB	DT	IN	OT
cavalrymen	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cavanagh	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cave-like	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cave-men	1.000	0.000	0.000	0.000	0.000	0.000	0.000
caveat	1.000	0.000	0.000	0.000	0.000	0.000	0.000
caved	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cavemen	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cavern	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cavernous	0.000	0.000	1.000	0.000	0.000	0.000	0.000
caviar	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cavin	0.000	1.000	0.000	0.000	0.000	0.000	0.000
caving	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cavities	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cavort	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cavorted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cavorting	0.500	0.500	0.000	0.000	0.000	0.000	0.000
cawing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cbs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ceartaine	0.000	0.000	1.000	0.000	0.000	0.000	0.000
ceaselessly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
cecil	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cedar-roofed	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cedvet	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ceil	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ceilings	1.000	0.000	0.000	0.000	0.000	0.000	0.000
celerity	1.000	0.000	0.000	0.000	0.000	0.000	0.000
celia	1.000	0.000	0.000	0.000	0.000	0.000	0.000
celiac	0.000	0.000	1.000	0.000	0.000	0.000	0.000
celie's	0.000	1.000	0.000	0.000	0.000	0.000	0.000
celie	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cellars	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cellist	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cellophane	1.000	0.000	0.000	0.000	0.000	0.000	0.000
celluloses	1.000	0.000	0.000	0.000	0.000	0.000	0.000
celso	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cemal	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cement-and-glass	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cennini	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cennino	1.000	0.000	0.000	0.000	0.000	0.000	0.000
censorial	0.000	0.000	1.000	0.000	0.000	0.000	0.000
censors	0.500	0.500	0.000	0.000	0.000	0.000	0.000
censured	0.000	1.000	0.000	0.000	0.000	0.000	0.000
centenary	1.000	0.000	0.000	0.000	0.000	0.000	0.000
center's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
center-fire	1.000	0.000	0.000	0.000	0.000	0.000	0.000
centerline	1.000	0.000	0.000	0.000	0.000	0.000	0.000
centigrade	1.000	0.000	0.000	0.000	0.000	0.000	0.000
centimeter-	1.000	0.000	0.000	0.000	0.000	0.000	0.000
centralia	1.000	0.000	0.000	0.000	0.000	0.000	0.000
centredale	1.000	0.000	0.000	0.000	0.000	0.000	0.000
centric	0.000	0.000	1.000	0.000	0.000	0.000	0.000
centrifuging	0.000	1.000	0.000	0.000	0.000	0.000	0.000
centrist	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cepheus	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cerebellum	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cerebrated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ceremonially	0.000	0.000	0.000	1.000	0.000	0.000	0.000
ceremoniously	0.000	0.000	0.000	1.000	0.000	0.000	0.000
cerise	1.000	0.000	0.000	0.000	0.000	0.000	0.000
certificates	1.000	0.000	0.000	0.000	0.000	0.000	0.000
certifies	0.000	1.000	0.000	0.000	0.000	0.000	0.000
certifying	0.000	1.000	0.000	0.000	0.000	0.000	0.000
certitudes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cerulean	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cervantes'	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cervantes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cervelat	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cervetto	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cesare	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cessation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cession	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ceteras	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cezanne's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cezannes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ch.	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cha-chas	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chablis	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chadroe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chafe	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chaffey	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chaffing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chahar	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chain-reaction	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chainlike	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chairing	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chairmanship	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chairmanships	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chaise	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chalidale	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chalk-white	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chalked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chalky	0.000	0.000	1.000	0.000	0.000	0.000	0.000
challenger	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chalmers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chalon-sur-saone	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chambered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chamberlain	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chambermaids	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chambre's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chamois	1.000	0.000	0.000	0.000	0.000	0.000	0.000
champ	1.000	0.000	0.000	0.000	0.000	0.000	0.000
championships	1.000	0.000	0.000	0.000	0.000	0.000	0.000
champs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chancel	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chancellorsville	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chanceries	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chandeliers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chandelle	0.000	1.000	0.000	0.000	0.000	0.000	0.000
channing's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chant	0.500	0.500	0.000	0.000	0.000	0.000	0.000
chanter	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chantier	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chantilly	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chapel-like	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chapelles	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chaperon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chaperone	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chaperoned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chaplains	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chappell	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chaps	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chapter's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
char	0.000	1.000	0.000	0.000	0.000	0.000	0.000
character-education	1.000	0.000	0.000	0.000	0.000	0.000	0.000
characterizing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
charcoal-broiled	0.000	0.000	1.000	0.000	0.000	0.000	0.000
charcoaled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chardon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
charge-a-plate	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chargeable	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chargin'	0.000	1.000	0.000	0.000	0.000	0.000	0.000
charisma	1.000	0.000	0.000	0.000	0.000	0.000	0.000
charitably	0.000	0.000	0.000	1.000	0.000	0.000	0.000
charlatans	1.000	0.000	0.000	0.000	0.000	0.000	0.000
charles's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
charley's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
charmingly	0.000	0.000	0.000	0.000	0.000	0.000	1.000
charnock	1.000	0.000	0.000	0.000	0.000	0.000	0.000
charred	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chartaceos	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chartings	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chartists	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chased	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chassis	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chatte	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chattels	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chatty	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chaucer	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chauffeur's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chauffeured	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chaulmoogra	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chautauqua	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chaves	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chavez'	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chaw	1.000	0.000	0.000	0.000	0.000	0.000	0.000
che	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheap-money	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheat	0.500	0.500	0.000	0.000	0.000	0.000	0.000
cheating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
check-out	1.000	0.000	0.000	0.000	0.000	0.000	0.000
checker	1.000	0.000	0.000	0.000	0.000	0.000	0.000
checkin'	0.000	1.000	0.000	0.000	0.000	0.000	0.000
checkit	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheddi	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheekbone	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheere	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cheerfulness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cheerleaders	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheesecloth	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheetah	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheetal	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chehel	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chelas	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chelmno	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chemise	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chemist's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chemistries	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheng	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chennault's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chernishev	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cherokee	0.500	0.000	0.500	0.000	0.000	0.000	0.000
cherokees	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cherry-flavored	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cherubim	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cherwell	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ches	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chesapeake	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cheshire	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chesly	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chest-back-lat-shoulder	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chest-back-shoulder	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chesterton	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chestnut	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chevalier	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chevaux	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chevy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chi-chi	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chi	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chiaromonte	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chiba	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chicago-style	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chicagoans	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chicanery	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chicks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chided	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chiding	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chief's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chiefdom	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chiefdoms	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chieti	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chiggers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chignon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
child-bearing	0.000	0.000	1.000	0.000	0.000	0.000	0.000
child-cloud	1.000	0.000	0.000	0.000	0.000	0.000	0.000
child-face	1.000	0.000	0.000	0.000	0.000	0.000	0.000
child-rearing	1.000	0.000	0.000	0.000	0.000	0.000	0.000
childe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
childless	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chile	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chillier	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chimera-chasing	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chimes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chin-up	0.500	0.500	0.000	0.000	0.000	0.000	0.000
chin-ups	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chinaman	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chinese-inspired	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chinese-soviet	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chinked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chinning	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chion	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chip-o's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chippendale	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chipper	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chiropractor's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chiropractor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chirped	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chirping	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chisels	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chisholm	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chiuchow	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chive	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chives	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chivying	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chlorides	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chlorine-carbon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chlorpromazine	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chlortetracycline	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chockfull	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chocks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
choctaw	0.000	0.000	1.000	0.000	0.000	0.000	0.000
choir's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chole	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cholelithiasis	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cholera	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cholesterol-rich	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cholinesterase	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chomp	1.000	0.000	0.000	0.000	0.000	0.000	0.000
choosy	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chopin's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chopper	1.000	0.000	0.000	0.000	0.000	0.000	0.000
choral	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chorale	1.000	0.000	0.000	0.000	0.000	0.000	0.000
choring	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chortling	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chorused	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chouise	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chousin'	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chowder	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chowders	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chrissake	0.000	0.000	0.000	0.000	0.000	0.000	1.000
christ-like	0.000	0.000	1.000	0.000	0.000	0.000	0.000
christendom	1.000	0.000	0.000	0.000	0.000	0.000	0.000
christening	1.000	0.000	0.000	0.000	0.000	0.000	0.000
christianizing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
christine's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
christmas-season	0.000	0.000	1.000	0.000	0.000	0.000	0.000
christophers'	1.000	0.000	0.000	0.000	0.000	0.000	0.000
christsake	0.000	1.000	0.000	0.000	0.000	0.000	0.000
christy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chromatics	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chromatogram	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chromed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chromic	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chromium-plated	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chromium-substituted	0.000	0.000	1.000	0.000	0.000	0.000	0.000
chromspun	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chronically	0.000	0.000	0.000	0.000	0.000	0.000	1.000
chronicled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chroniclers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chronicles	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chrysanthemums	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chrysler's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chuck-a-luck	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chuckles	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chuffing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chum	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chumminess	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chump	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chung	1.000	0.000	0.000	0.000	0.000	0.000	0.000
chunky	0.000	0.000	1.000	0.000	0.000	0.000	0.000
churchgoers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
churchillian	0.000	0.000	1.000	0.000	0.000	0.000	0.000
churchly	0.000	0.000	1.000	0.000	0.000	0.000	0.000
churned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
churns	0.000	1.000	0.000	0.000	0.000	0.000	0.000
chutney	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ciao	0.000	0.000	0.000	0.000	0.000	0.000	1.000
ciardi	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cibula's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cicadas	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cicero's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ciceronian	0.000	0.000	1.000	0.000	0.000	0.000	0.000
ciciulla	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cicognani	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cigaret	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cilia	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ciliates	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cimabue's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cimabue	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cimoli	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cinches	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cinemactor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cinerama	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cinq	0.000	0.000	0.000	0.000	0.000	0.000	1.000
cipher	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cipolla	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cipriani's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
circa	0.000	0.000	0.000	1.000	0.000	0.000	0.000
circonscription	1.000	0.000	0.000	0.000	0.000	0.000	0.000
circonscriptions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
circuitous	0.000	0.000	1.000	0.000	0.000	0.000	0.000
circuitry	1.000	0.000	0.000	0.000	0.000	0.000	0.000
circumcision	1.000	0.000	0.000	0.000	0.000	0.000	0.000
circumlocution	1.000	0.000	0.000	0.000	0.000	0.000	0.000
circumpolar	0.000	0.000	1.000	0.000	0.000	0.000	0.000
circumscribed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
circumscriptions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
circumspection	1.000	0.000	0.000	0.000	0.000	0.000	0.000
circumspectly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
citations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cito	0.000	0.000	0.000	1.000	0.000	0.000	0.000
citrated	0.000	0.000	1.000	0.000	0.000	0.000	0.000
citron	1.000	0.000	0.000	0.000	0.000	0.000	0.000
citrus	1.000	0.000	0.000	0.000	0.000	0.000	0.000
city-bred	0.000	0.000	1.000	0.000	0.000	0.000	0.000
city-dweller	1.000	0.000	0.000	0.000	0.000	0.000	0.000
city-owned	0.000	0.000	1.000	0.000	0.000	0.000	0.000
city-trading	1.000	0.000	0.000	0.000	0.000	0.000	0.000
citybred	0.000	0.000	1.000	0.000	0.000	0.000	0.000
citywide	0.000	0.000	1.000	0.000	0.000	0.000	0.000
civil-rights	1.000	0.000	0.000	0.000	0.000	0.000	0.000
civilian-groups	1.000	0.000	0.000	0.000	0.000	0.000	0.000
civility	1.000	0.000	0.000	0.000	0.000	0.000	0.000
civilizing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cjs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cladding	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clairaudiently	0.000	0.000	0.000	1.000	0.000	0.000	0.000
clairvoyance	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clairvoyant	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clambering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clamor	0.500	0.500	0.000	0.000	0.000	0.000	0.000
clamored	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clamoring	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clamorous	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clamors	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clamshell	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clandestine	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clang	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clanged	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clanking	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clannish	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clannishness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clap	1.000	0.000	0.000	0.000	0.000	0.000	0.000
claps	0.500	0.500	0.000	0.000	0.000	0.000	0.000
clare	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clarets	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clarifies	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clarinet	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clark's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clarke's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clarke	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clashed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
class-biased	0.000	0.000	1.000	0.000	0.000	0.000	0.000
class-d	1.000	0.000	0.000	0.000	0.000	0.000	0.000
classicist	1.000	0.000	0.000	0.000	0.000	0.000	0.000
classiest	0.000	0.000	1.000	0.000	0.000	0.000	0.000
classification-angle	1.000	0.000	0.000	0.000	0.000	0.000	0.000
classificatory	0.000	0.000	1.000	0.000	0.000	0.000	0.000
classifiers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
classifying	0.000	1.000	0.000	0.000	0.000	0.000	0.000
classless	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clatter	0.500	0.500	0.000	0.000	0.000	0.000	0.000
clattering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clattery	0.000	0.000	1.000	0.000	0.000	0.000	0.000
claude's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
claudia's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
claudio	1.000	0.000	0.000	0.000	0.000	0.000	0.000
claustrophobia	1.000	0.000	0.000	0.000	0.000	0.000	0.000
claw	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clawing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clay-mining	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clays	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clean-shaven	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clean-top	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clean-up	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cleans	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cleansed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cleanth	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cleanups	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clear-headed	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clears	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clearwater	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cleat	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cleaved	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cleburne's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cleft	0.500	0.500	0.000	0.000	0.000	0.000	0.000
clefts	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clemence	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clement	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clench	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clenches	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cleota's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clergyman's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cleric	1.000	0.000	0.000	0.000	0.000	0.000	0.000
