#WORD	noun	verb	adjective	adverb
rinker	1	0	0	0
rioters	1	0	0	0
riotous	0	0	1	0
rip-roaring	0	0	1	0
ripened	0	1	0	0
ripening	0	0	0	0
rivaled	0	1	0	0
riverbanks	1	0	0	0
roach	1	0	0	0
robber	1	0	0	0
robbing	0	1	0	0
robertson	1	0	0	0
robin	1	0	0	0
rocco	1	0	0	0
rochdale	1	0	0	0
rochester	1	0	0	0
rochford	1	0	0	0
rock-and-roll	1	0	0	0
rocket's	1	0	0	0
rockfork	1	0	0	0
rocklike	0	0	1	0
rockport	1	0	0	0
rogues	1	0	0	0
romanticism	1	0	0	0
romanticize	0	1	0	0
rome's	1	0	0	0
romeo	1	0	0	0
rooftop	1	0	0	0
roos	1	0	0	0
roosters	1	0	0	0
rooting	0	1	0	0
rootless	0	0	1	0
roquemore	1	0	0	0
rosen	1	0	0	0
rossi	1	0	0	0
roster	1	0	0	0
rostrum	1	0	0	0
rotate	0	1	0	0
rotates	0	1	0	0
rotten	0	0	1	0
rottger	1	0	0	0
rough-sanded	0	1	0	0
roughened	0	1	0	0
roundabout	0	0	1	0
roundhouse	1	0	0	0
rouse	0	1	0	0
roused	0	1	0	0
roving	0	1	0	0
rowed	0	1	0	0
rowley	1	0	0	0
ruddy	0	0	1	0
rudely	0	0	0	1
rue	1	0	0	0
ruffian	1	0	0	0
ruh	1	0	0	0
rulings	1	0	0	0
rum	1	0	0	0
rumble	1	0	0	0
rumbled	0	1	0	0
rumbling	0	1	0	0
rumdum	1	0	0	0
rumen	1	0	0	0
rumford	1	0	0	0
rumored	0	1	0	0
rump	1	0	0	0
rumpled	0	1	0	0
rundown	0	0	0	0
rung	0	0	0	0
runner-up	1	0	0	0
runnin'	0	1	0	0
runoff	1	0	0	0
ruptured	0	1	0	0
ruse	1	0	0	0
rushes	0	0	0	0
rustle	0	0	0	0
rustled	0	1	0	0
ruthlessly	0	0	0	1
ruts	1	0	0	0
s-20	1	0	0	0
s.c.	1	0	0	0
saami	1	0	0	0
sabbath	1	0	0	0
sabina	1	0	0	0
sabine	1	0	0	0
sable	1	0	0	0
sabre	1	0	0	0
sachems	1	0	0	0
sacraments	1	0	0	0
sacrificed	0	1	0	0
sacrificial	0	0	1	0
sacrificing	0	1	0	0
sacrificium	1	0	0	0
sacrilege	1	0	0	0
saddles	1	0	0	0
sadistic	0	0	1	0
safari	1	0	0	0
sage	1	0	0	0
sails	1	0	0	0
sakellariadis	1	0	0	0
salacious	0	0	1	0
sally's	1	0	0	0
salting	0	1	0	0
salubrious	0	0	1	0
salute	0	0	0	0
salvaging	0	1	0	0
salvo	1	0	0	0
samovar	1	0	0	0
sampson	1	0	0	0
sanctimonious	0	0	1	0
sandburgs	1	0	0	0
sanderson	1	0	0	0
sanding	0	1	0	0
sanipractor	1	0	0	0
santo	1	0	0	0
sapling	1	0	0	0
saracens	1	0	0	0
sardines	1	0	0	0
sardonic	0	0	1	0
sarkees	1	0	0	0
sarpsis	1	0	0	0
sartre	1	0	0	0
sassafras	1	0	0	0
satiety	1	0	0	0
saturdays	1	0	0	0
saucers	1	0	0	0
saudi	1	0	0	0
saul	1	0	0	0
savagely	0	0	0	1
savannakhet	1	0	0	0
savior	1	0	0	0
savoy	1	0	0	0
savoyards	1	0	0	0
saxton	1	0	0	0
sba's	1	0	0	0
scalar	0	0	1	0
scaled	0	1	0	0
scalloped	0	1	0	0
scandinavian	0	0	1	0
scare	0	0	0	0
scarred	0	1	0	0
scarsdale	1	0	0	0
scary	0	0	1	0
scatter	1	0	0	0
scatterbrained	0	0	1	0
scattergun	1	0	0	0
schaeffer	1	0	0	0
schelling	1	0	0	0
schenk	1	0	0	0
scherer	1	0	0	0
schlek	1	0	0	0
schlesinger	1	0	0	0
schmitt	1	0	0	0
schonberg	1	0	0	0
schoolmates	1	0	0	0
schramm	1	0	0	0
schubert	1	0	0	0
schultz	1	0	0	0
schuyler	1	0	0	0
schwab	1	0	0	0
sclerosis	1	0	0	0
scolding	0	1	0	0
scorched	0	1	0	0
scoreless	0	0	1	0
scorned	0	1	0	0
scornfully	0	0	0	1
scourge	1	0	0	0
scouts	1	0	0	0
scowling	0	1	0	0
scr	1	0	0	0
scraggly	0	0	1	0
scrape	0	0	0	0
screams	1	0	0	0
screened	0	1	0	0
screvane	1	0	0	0
scrubbing	0	0	0	0
scrutin	1	0	0	0
scudding	0	1	0	0
sculptural	0	0	1	0
scuttled	0	1	0	0
seafarers	1	0	0	0
seafood	1	0	0	0
seaman	1	0	0	0
seamen	1	0	0	0
sean	1	0	0	0
seaports	1	0	0	0
seaquarium	1	0	0	0
sear	0	1	0	0
searches	0	0	0	0
searchlight	1	0	0	0
searing	0	1	0	0
sears	1	0	0	0
seaside	1	0	0	0
seasoning	1	0	0	0
seceded	0	1	0	0
seceding	0	1	0	0
secession	1	0	0	0
secessionist	1	0	0	0
second-degree	1	0	0	0
second-half	1	0	0	0
secretary-treasurer	1	0	0	0
sect	1	0	0	0
sects	1	0	0	0
sed	0	1	0	0
sedan	1	0	0	0
sedate	0	0	1	0
sedately	0	0	0	1
sedimentation	1	0	0	0
seduction	1	0	0	0
seductive	0	0	1	0
seedbed	1	0	0	0
seekonk	1	0	0	0
seep	0	1	0	0
seepage	1	0	0	0
seeped	0	1	0	0
seeping	0	1	0	0
segmental	0	0	1	0
seidel	1	0	0	0
seizin'	0	1	0	0
selectively	0	0	0	1
self-assertive	0	0	1	0
self-centered	0	0	1	0
self-criticism	1	0	0	0
self-deception	1	0	0	0
self-defeating	0	0	1	0
self-delusion	1	0	0	0
self-discovery	1	0	0	0
self-employed	0	0	1	0
self-government	1	0	0	0
self-interest	1	0	0	0
self-preservation	1	0	0	0
self-sacrifice	1	0	0	0
self-styled	0	0	1	0
self-will	1	0	0	0
selfless	0	0	1	0
selma	1	0	0	0
semantically	0	0	0	1
semblance	1	0	0	0
semester's	1	0	0	0
semi-literate	0	0	1	0
semi-major	0	0	1	0
semi-rigid	0	0	1	0
semi-skilled	0	0	1	0
seminary	1	0	0	0
senile	0	0	1	0
senioritatis	1	0	0	0
seniority	1	0	0	0
senor	1	0	0	0
senora	1	0	0	0
sensationalism	1	0	0	0
sensitives	1	0	0	0
sensitized	0	1	0	0
sensuous	0	0	1	0
sentient	0	0	1	0
sentinel	1	0	0	0
sentinels	1	0	0	0
separable	0	0	1	0
separateness	1	0	0	0
serenaded	0	1	0	0
sergei	1	0	0	0
sermons	1	0	0	0
serpent	1	0	0	0
serratus	1	0	0	0
servicing	0	0	0	0
servile	0	0	1	0
sethness	1	0	0	0
settles	0	1	0	0
seventeenth-century	1	0	0	0
sextet	1	0	0	0
sexton	1	0	0	0
sexy	0	0	1	0
seynes	1	0	0	0
sh	1	0	0	0
shabbily	0	0	0	1
shackled	0	1	0	0
shackles	1	0	0	0
shading	0	0	0	0
shafts	1	0	0	0
shaggy	0	0	1	0
shaker	1	0	0	0
shakily	0	0	0	1
shameful	0	0	1	0
shampoo	1	0	0	0
shapely	0	0	1	0
sharpening	0	0	0	0
shatter	0	1	0	0
shaven	0	1	0	0
shaw's	1	0	0	0
shawls	1	0	0	0
shayne's	1	0	0	0
sheathing	1	0	0	0
shedding	0	1	0	0
sheen	1	0	0	0
shepard	1	0	0	0
sherrill	1	0	0	0
sherwood	1	0	0	0
shibboleth	1	0	0	0
shields	1	0	0	0
shiflett	1	0	0	0
shiloh	1	0	0	0
shimmy	0	1	0	0
shine	0	0	0	0
shipmate	1	0	0	0
shipment	1	0	0	0
shipwreck	1	0	0	0
shires	1	0	0	0
shirking	0	1	0	0
shirts	1	0	0	0
shit	1	0	0	0
shiver	0	0	0	0
shoals	1	0	0	0
shockwave	1	0	0	0
shod	0	1	0	0
shoettle	1	0	0	0
shoot-down	1	0	0	0
shootin'	0	1	0	0
short-contact	1	0	0	0
short-of-war	0	0	1	0
shorthand	1	0	0	0
shove	0	1	0	0
shoveled	0	1	0	0
showings	1	0	0	0
shrapnel	1	0	0	0
shred	0	0	0	0
shrewdly	0	0	0	1
shrewish	0	0	1	0
shrilled	0	1	0	0
shrimp	1	0	0	0
shrinks	0	1	0	0
shrug	1	0	0	0
shrugs	1	0	0	0
shuffle	0	0	0	0
shuffled	0	1	0	0
shuns	0	1	0	0
shuttered	0	1	0	0
shutting	0	1	0	0
sic	0	0	0	1
sicilians	1	0	0	0
sickening	0	1	0	0
sicker	0	0	1	0
sickly	0	0	1	0
side-stepped	0	1	0	0
sideways	0	0	0	0
sidled	0	1	0	0
sidney's	1	0	0	0
siebern	1	0	0	0
sienna	1	0	0	0
siepi	1	0	0	0
sierra	1	0	0	0
sierras	1	0	0	0
siesta	1	0	0	0
sight-seeing	0	1	0	0
sighting	0	0	0	0
signaled	0	1	0	0
signified	0	1	0	0
signify	0	1	0	0
signor	1	0	0	0
signpost	1	0	0	0
silesia	1	0	0	0
silica	1	0	0	0
silicon	1	0	0	0
silos	1	0	0	0
silvery	0	0	1	0
simple-minded	0	0	1	0
simplicities	1	0	0	0
simplifies	0	1	0	0
simplistic	0	0	1	0
simpson's	1	0	0	0
simulation	1	0	0	0
sinewy	0	0	1	0
single-handedly	0	0	0	1
single-step	1	0	0	0
sinuous	0	0	1	0
sinusoidal	0	0	1	0
sinusoids	1	0	0	0
sip	1	0	0	0
sipped	0	1	0	0
sirens	1	0	0	0
sisk	1	0	0	0
sister's	1	0	0	0
sister-in-law	1	0	0	0
sitter's	1	0	0	0
sitters	1	0	0	0
sittings	1	0	0	0
six-foot	0	0	1	0
six-point	0	0	1	0
sizzled	0	1	0	0
sizzling	0	1	0	0
skeet	1	0	0	0
skeleton	1	0	0	0
sketchbook	1	0	0	0
ski	0	0	0	0
skidded	0	1	0	0
skidding	0	1	0	0
skiis	1	0	0	0
skillet	1	0	0	0
skippers	1	0	0	0
skulls	1	0	0	0
sky's	0	1	0	0
skylights	1	0	0	0
skyros'	1	0	0	0
skyscraper	1	0	0	0
slackening	0	1	0	0
slang	1	0	0	0
slant	0	0	0	0
slap	0	1	0	0
slapstick	1	0	0	0
slash-b	1	0	0	0
slat	1	0	0	0
slavic	0	0	1	0
slaying	0	0	0	0
sledding	1	0	0	0
sleek	0	0	1	0
slices	1	0	0	0
slits	1	0	0	0
slocum's	1	0	0	0
slocum	1	0	0	0
sloe	1	0	0	0
slopping	0	1	0	0
slowest	0	0	1	0
sluggers	1	0	0	0
sluggish	0	0	1	0
sluggishly	0	0	0	1
sluice	1	0	0	0
sluiced	0	1	0	0
sluices	1	0	0	0
slung	0	1	0	0
slyly	0	0	0	1
smacked	0	1	0	0
small-game	1	0	0	0
smallness	1	0	0	0
smallpox	1	0	0	0
smarter	0	0	1	0
smash	0	0	0	0
smear	1	0	0	0
smeared	0	1	0	0
smilingly	0	0	0	1
smirk	0	0	0	0
smith-hughes	1	0	0	0
smithereens	1	0	0	0
smithsonian	1	0	0	0
smokehouse	1	0	0	0
smoldered	0	1	0	0
smoothing	0	1	0	0
smu's	1	0	0	0
snacks	1	0	0	0
snatches	0	0	0	0
snead	1	0	0	0
sneaker	1	0	0	0
sneaking	0	1	0	0
sneaky	0	0	1	0
sneezed	0	1	0	0
snellville	1	0	0	0
snickered	0	1	0	0
sniff	0	1	0	0
sniffing	0	1	0	0
snobbish	0	0	1	0
snodgrass	1	0	0	0
snorkle	1	0	0	0
snort	0	0	0	0
snowed	0	1	0	0
snowfall	1	0	0	0
snows	0	0	0	0
snug	0	0	1	0
snugly	0	0	0	1
sobbed	0	1	0	0
sobriquet	1	0	0	0
sochi	1	0	0	0
sociability	1	0	0	0
socioeconomic	0	0	1	0
sociologist	1	0	0	0
sodden	0	0	1	0
sokolov	1	0	0	0
sokolsky	1	0	0	0
soldiers'	1	0	0	0
solicited	0	1	0	0
solicitous	0	0	1	0
solitude	1	0	0	0
solly	1	0	0	0
solomon	1	0	0	0
solos	0	0	0	0
soloviev	1	0	0	0
solves	0	1	0	0
somatic	0	0	1	0
sombre	0	0	1	0
somebody's	0	1	0	0
somersault	1	0	0	0
somersaults	1	0	0	0
somerset	1	0	0	0
somerville	1	0	0	0
somnolent	0	0	1	0
son-of-a-bitch	1	0	0	0
sonic	0	0	1	0
sonnets	1	0	0	0
sonny	1	0	0	0
soothe	0	1	0	0
soothed	0	1	0	0
soothsayers	1	0	0	0
sophie	1	0	0	0
sorrows	1	0	0	0
sortie	1	0	0	0
sounding	0	0	0	0
sourdough	1	0	0	0
southampton	1	0	0	0
souvenir	1	0	0	0
soviet-chinese	0	0	1	0
sowbelly	1	0	0	0
sox	1	0	0	0
sp	1	0	0	0
spacer	1	0	0	0
spaceship	1	0	0	0
spada	1	0	0	0
spanned	0	1	0	0
sparsely	0	0	0	1
spartan	1	0	0	0
spate	1	0	0	0
spatially	0	0	0	1
spattered	0	1	0	0
specie	1	0	0	0
specious	0	0	1	0
specks	1	0	0	0
spectacularly	0	0	0	1
spectrometer	1	0	0	0
speculated	0	1	0	0
speculators	1	0	0	0
speechlessness	1	0	0	0
spelling	0	0	0	0
spells	0	1	0	0
spice	0	0	0	0
spider	1	0	0	0
spiked	0	1	0	0
spills	0	1	0	0
spinach	1	0	0	0
spine-chilling	0	0	1	0
spineless	0	0	1	0
spirito	1	0	0	0
spittle	1	0	0	0
spleen	1	0	0	0
splintered	0	1	0	0
splotched	0	1	0	0
spokane	1	0	0	0
spokes	1	0	0	0
sponged	0	1	0	0
spongy	0	0	1	0
spooky	0	0	1	0
spotting	0	1	0	0
sprained	0	1	0	0
sprawl	0	0	0	0
springboard	1	0	0	0
springing	0	1	0	0
sprinted	0	1	0	0
spruce	1	0	0	0
sprue	1	0	0	0
spurious	0	0	1	0
spurt	1	0	0	0
spying	0	1	0	0
squadron	1	0	0	0
squads	1	0	0	0
squandered	0	1	0	0
squash	1	0	0	0
squeaked	0	1	0	0
squealed	0	1	0	0
squire's	1	0	0	0
squirmed	0	1	0	0
srelease	1	0	0	0
st.-pol	1	0	0	0
stabbed	0	1	0	0
stabilize	0	1	0	0
stacey	1	0	0	0
stacking	0	1	0	0
stagger	0	1	0	0
stainless	0	0	1	0
stair	1	0	0	0
stairways	1	0	0	0
staked	0	1	0	0
stalemate	1	0	0	0
stalking	0	1	0	0
stallion's	1	0	0	0
stamina	1	0	0	0
staminate	0	0	1	0
stampede	0	0	0	0
stanbury	1	0	0	0
standby	0	0	0	0
starched	0	1	0	0
starchy	0	0	1	0
stardel	1	0	0	0
stardom	1	0	0	0
starlet	1	0	0	0
starred	0	1	0	0
starring	0	1	0	0
starter	1	0	0	0
startlingly	0	0	0	1
state-local	0	0	1	0
stateroom	1	0	0	0
statesmanship	1	0	0	0
stationary	0	0	1	0
stationery	1	0	0	0
statuary	1	0	0	0
status-conscious	0	0	1	0
statuses	1	0	0	0
stave	0	1	0	0
steadied	0	1	0	0
steamboat	1	0	0	0
steelers	1	0	0	0
steeper	0	0	1	0
stendhal	1	0	0	0
stengel's	1	0	0	0
step-by-step	0	0	1	0
stepanovich	1	0	0	0
stephanie	1	0	0	0
stephanotis	1	0	0	0
stephens's	1	0	0	0
stephenson	1	0	0	0
stepmothers	1	0	0	0
steppes	1	0	0	0
stepson	1	0	0	0
stepwise	0	0	0	0
stereotypes	1	0	0	0
sterility	1	0	0	0
sterilizing	0	1	0	0
sterling	0	0	0	0
steroids	1	0	0	0
stethoscope	1	0	0	0
stetson	1	0	0	0
steuben	1	0	0	0
stevenson's	1	0	0	0
stewardess	1	0	0	0
stewards	1	0	0	0
stidger	1	0	0	0
stiffens	0	1	0	0
stifle	0	1	0	0
stifled	0	1	0	0
stifling	0	1	0	0
stills	1	0	0	0
stilted	0	0	1	0
stinging	0	1	0	0
stings	1	0	0	0
stink	0	0	0	0
stinking	0	1	0	0
stipulate	0	1	0	0
stipulates	0	1	0	0
stirling	0	0	0	0
stockholder	1	0	0	0
stockroom	1	0	0	0
stocky	0	0	1	0
stoicism	1	0	0	0
stolidly	0	0	0	1
stomped	0	1	0	0
stone's	1	0	0	0
stoned	0	1	0	0
stopper	1	0	0	0
storyline	1	0	0	0
stout	0	0	0	0
stoves	1	0	0	0
stowed	0	1	0	0
straddled	0	1	0	0
strafe	0	1	0	0
straggle	0	1	0	0
stragglers	1	0	0	0
straggling	0	1	0	0
straight-haired	0	0	1	0
straits	1	0	0	0
strangeness	1	0	0	0
strapping	0	0	0	0
straps	1	0	0	0
strata	1	0	0	0
stratification	1	0	0	0
stratified	0	1	0	0
strauss	1	0	0	0
strawberries	1	0	0	0
streetcars	1	0	0	0
strenuously	0	0	0	1
stressful	0	0	1	0
strictest	0	0	1	0
strippers	1	0	0	0
structurally	0	0	0	1
struggles	0	0	0	0
strut	1	0	0	0
strutted	0	1	0	0
stubble	1	0	0	0
stubbornness	1	0	0	0
stubs	1	0	0	0
studios	1	0	0	0
stuffing	0	1	0	0
stuffy	0	0	1	0
stump	1	0	0	0
stung	0	1	0	0
stunts	1	0	0	0
stupidly	0	0	0	1
sturch	1	0	0	0
stylization	1	0	0	0
stylized	0	1	0	0
styron	1	0	0	0
suave	0	0	1	0
sub-tests	1	0	0	0
subdue	0	1	0	0
subgross	0	0	1	0
subic	1	0	0	0
subjectivist	1	0	0	0
sublime	0	0	0	0
submucosa	1	0	0	0
subordinator	1	0	0	0
subs	1	0	0	0
subscribing	0	1	0	0
subside	0	1	0	0
subsidiaries	1	0	0	0
subsidies	1	0	0	0
substantiate	0	1	0	0
substantive	0	0	1	0
substitution	1	0	0	0
subsystem	1	0	0	0
subtilis	1	0	0	0
subtract	0	1	0	0
subversive	0	0	1	0
successively	0	0	0	1
succinctly	0	0	0	1
suddenness	1	0	0	0
suez-hungary	1	0	0	0
suez	1	0	0	0
suicides	1	0	0	0
suitably	0	0	0	1
sulked	0	1	0	0
sullenly	0	0	0	1
sulphur	1	0	0	0
sulzberger's	1	0	0	0
summarize	0	1	0	0
summate	0	1	0	0
summerdale	1	0	0	0
sumner	1	0	0	0
sunken	0	0	1	0
sunshades	1	0	0	0
superhuman	0	0	1	0
superintendent's	1	0	0	0
superintendents	1	0	0	0
superlative	0	0	1	0
superstitions	1	0	0	0
supervises	0	1	0	0
supervisor's	1	0	0	0
supervisory	0	0	1	0
supplicating	0	1	0	0
supremely	0	0	0	1
surfactants	1	0	0	0
surging	0	1	0	0
surly	0	0	1	0
surmised	0	1	0	0
surmises	1	0	0	0
surmounted	0	1	0	0
surpassed	0	1	0	0
surrealists	1	0	0	0
survey-type	0	0	1	0
survivalists	1	0	0	0
susan's	1	0	0	0
susceptibility	1	0	0	0
sushi	1	0	0	0
suspecting	0	1	0	0
suspensions	1	0	0	0
suspensor	1	0	0	0
sustaining	0	1	0	0
suvorov's	1	0	0	0
suzerain	1	0	0	0
sw	1	0	0	0
swadesh's	1	0	0	0
swallows	1	0	0	0
swamps	1	0	0	0
swan	1	0	0	0
swap	0	1	0	0
swarm	0	0	0	0
swearing	0	0	0	0
swears	0	1	0	0
sweatshirt	1	0	0	0
swedes	1	0	0	0
sweet-smelling	0	0	1	0
sweet-sour	0	0	1	0
sweeter	0	0	1	0
sweetest	0	0	1	0
sweets	1	0	0	0
swellings	1	0	0	0
swerved	0	1	0	0
swerving	0	1	0	0
swift's	1	0	0	0
swig	1	0	0	0
swimmers	1	0	0	0
swinburne	1	0	0	0
swipe	1	0	0	0
swirl	1	0	0	0
swoop	1	0	0	0
sybil	1	0	0	0
sylvania	1	0	0	0
symbolizing	0	1	0	0
symington	1	0	0	0
symmetrical	0	0	1	0
symposium	1	0	0	0
synagogues	1	0	0	0
synchronized	0	1	0	0
synchronizers	1	0	0	0
synchronous	0	0	1	0
synchrony	1	0	0	0
syndrome	1	0	0	0
synthesized	0	1	0	0
syria	1	0	0	0
syrupy	0	0	1	0
system's	1	0	0	0
systematized	0	1	0	0
systematizing	0	1	0	0
systemic	0	0	1	0
szolds'	1	0	0	0
t-34	1	0	0	0
t.w.	1	0	0	0
taboo	0	0	0	0
tabula	1	0	0	0
tabulation	1	0	0	0
tabulations	1	0	0	0
tacit	0	0	1	0
tacitly	0	0	0	1
tack-solder	0	1	0	0
tacked	0	1	0	0
tacking	0	1	0	0
tacloban	1	0	0	0
tactful	0	0	1	0
tactile	0	0	1	0
taffeta	1	0	0	0
tahiti	1	0	0	0
tahoe	1	0	0	0
tailgate	1	0	0	0
tailor	1	0	0	0
takeoff	1	0	0	0
takeoffs	1	0	0	0
takeover	1	0	0	0
takin'	0	1	0	0
takin	0	1	0	0
takings	1	0	0	0
tallies	1	0	0	0
tally	0	0	0	0
tambourine	1	0	0	0
tamiris'	1	0	0	0
tampering	0	1	0	0
tango	1	0	0	0
tankers	1	0	0	0
tanner	1	0	0	0
tantrum	1	0	0	0
tantrums	1	0	0	0
taoists	1	0	0	0
taper	0	0	0	0
tapering	0	1	0	0
tapestries	1	0	0	0
tappan	1	0	0	0
tar	1	0	0	0
tartary	1	0	0	0
tasmania	1	0	0	0
tasteful	0	0	1	0
tasting	0	1	0	0
tasty	0	0	1	0
taunted	0	1	0	0
taunts	1	0	0	0
taurog	1	0	0	0
taussig	1	0	0	0
tavern	1	0	0	0
tawdry	0	0	1	0
tawes	1	0	0	0
tax-exemption	1	0	0	0
taxpayer's	1	0	0	0
taxpayers'	1	0	0	0
taylor's	1	0	0	0
tchaikovsky	1	0	0	0
teacart	1	0	0	0
teacher's	1	0	0	0
teahouse	1	0	0	0
team's	1	0	0	0
teamed	0	1	0	0
teammate	1	0	0	0
teammates	1	0	0	0
tearfully	0	0	0	1
teased	0	1	0	0
teasing	0	0	0	0
teaspoonful	1	0	0	0
teats	1	0	0	0
tech.	1	0	0	0
technicalities	1	0	0	0
tediously	0	0	0	1
tee-wah	1	0	0	0
teen-ager	1	0	0	0
teen	1	0	0	0
teenager	1	0	0	0
teetering	0	1	0	0
teetotaler	1	0	0	0
teheran	1	0	0	0
telegrams	1	0	0	0
telegraphed	0	1	0	0
telepathy	1	0	0	0
telephoning	0	0	0	0
telescoped	0	1	0	0
teletype	1	0	0	0
tellers	1	0	0	0
temperate	0	0	1	0
tempers	1	0	0	0
templeman	1	0	0	0
tempos	1	0	0	0
tempt	0	1	0	0
tempting	0	1	0	0
tenancy	1	0	0	0
tenderfoot	1	0	0	0
tendons	1	0	0	0
tenement	1	0	0	0
tenets	1	0	0	0
tenite	1	0	0	0
tennyson	1	0	0	0
tensioning	0	1	0	0
tentacles	1	0	0	0
terminus	1	0	0	0
terraced	0	1	0	0
terrifies	0	1	0	0
terry-cloth	1	0	0	0
terse	0	0	1	0
tersely	0	0	0	1
testicle	1	0	0	0
textile-producing	0	0	1	0
textual	0	0	1	0
textured	0	0	1	0
thackeray	1	0	0	0
thankfulness	1	0	0	0
thar	0	0	0	1
thawing	0	1	0	0
thaxter	1	0	0	0
theatre-by-the-sea	1	0	0	0
theatrically	0	0	0	1
theatricals	1	0	0	0
them's	0	1	0	0
thenceforth	0	0	0	1
theorists	1	0	0	0
theorize	0	1	0	0
ther	0	0	0	1
therapist's	1	0	0	0
therapists	1	0	0	0
theretofore	0	0	0	1
thermodynamic	0	0	1	0
thermodynamically	0	0	0	1
thermodynamics	1	0	0	0
thermoelectric	0	0	1	0
thermoforming	0	1	0	0
thermometry	1	0	0	0
thermonuclear	0	0	1	0
thick-walled	0	0	1	0
thickets	1	0	0	0
thin-lipped	0	0	1	0
thinke	0	1	0	0
third-dimensional	0	0	1	0
thomson	1	0	0	0
thorny	0	0	1	0
thoroughgoing	0	0	1	0
thorp	1	0	0	0
three-dimensionality	1	0	0	0
three-fifths	1	0	0	0
three-fold	0	0	1	0
three-fourths	1	0	0	0
three-round	0	0	1	0
three-way	0	0	1	0
thrills	1	0	0	0
throbbing	0	0	0	0
throes	1	0	0	0
throng	0	0	0	0
throwed	0	1	0	0
thrower	1	0	0	0
thud	0	0	0	0
thugs	1	0	0	0
thump	0	0	0	0
thundered	0	1	0	0
thundering	0	1	0	0
thunderous	0	0	1	0
thurber's	1	0	0	0
thwart	0	0	0	0
thynne	1	0	0	0
thyroid-stimulating	0	0	1	0
tiber	1	0	0	0
tick	0	0	0	0
ticked	0	1	0	0
tickled	0	1	0	0
ticks	1	0	0	0
tidbits	1	0	0	0
tigard	1	0	0	0
tightest	0	0	1	0
tillie	1	0	0	0
tillotson	1	0	0	0
tilts	0	1	0	0
timbered	0	1	0	0
timbre	1	0	0	0
time-&-motion	1	0	0	0
time-servers	1	0	0	0
time-span	1	0	0	0
time-temperature	1	0	0	0
timeless	0	0	1	0
timeliness	1	0	0	0
tines	1	0	0	0
tinkling	0	1	0	0
tinsel	1	0	0	0
tintable	0	0	1	0
tipsy	0	0	1	0
tiptoeing	0	1	0	0
tiredly	0	0	0	1
titanic	0	0	1	0
titanium	1	0	0	0
titian	1	0	0	0
tito	1	0	0	0
titre	1	0	0	0
tits	1	0	0	0
titus	1	0	0	0
toasted	0	1	0	0
toasting	0	1	0	0
tobin	1	0	0	0
todd	1	0	0	0
tokens	1	0	0	0
tolls	1	0	0	0
tombigbee	1	0	0	0
tomblike	0	0	1	0
tombs	1	0	0	0
tombstone	1	0	0	0
tongue-in-cheek	0	0	1	0
tonics	1	0	0	0
tonight's	1	0	0	0
tonsil	1	0	0	0
too-large	0	0	1	0
toobin	1	0	0	0
toodle	1	0	0	0
tooke	0	1	0	0
tool-and-die	1	0	0	0
top-drawer	1	0	0	0
top-grade	1	0	0	0
top-quality	1	0	0	0
top-tang	1	0	0	0
topcoat	1	0	0	0
topgallant	1	0	0	0
topping	0	1	0	0
toppled	0	1	0	0
torch	1	0	0	0
torches	1	0	0	0
torino	1	0	0	0
tormented	0	1	0	0
tormenting	0	1	0	0
torpor	1	0	0	0
torrence	1	0	0	0
torrents	1	0	0	0
torrio-capone	1	0	0	0
toscanini	1	0	0	0
tosses	1	0	0	0
total-cost	1	0	0	0
totalitarianism	1	0	0	0
totality	1	0	0	0
toughest	0	0	1	0
toured	0	1	0	0
tourist's	1	0	0	0
tousled	0	1	0	0
townsmen	1	0	0	0
towsley	1	0	0	0
tracers	1	0	0	0
trachea	1	0	0	0
traditionalism	1	0	0	0
tragedians	1	0	0	0
trager	1	0	0	0
traitor	1	0	0	0
trajectory	1	0	0	0
tramped	0	1	0	0
trances	1	0	0	0
tranquil	0	0	1	0
transcendence	1	0	0	0
transcendent	0	0	1	0
transcendental	0	0	1	0
transcription	1	0	0	0
transcripts	1	0	0	0
transducers	1	0	0	0
transferee	1	0	0	0
transference	1	0	0	0
transformers	1	0	0	0
transforming	0	1	0	0
translating	0	1	0	0
transoms	1	0	0	0
transparency	1	0	0	0
transplant	0	1	0	0
transshipment	1	0	0	0
transversus	1	0	0	0
trapper	1	0	0	0
trapping	0	1	0	0
trash	1	0	0	0
travelin'	0	1	0	0
travellers	1	0	0	0
travelogue	1	0	0	0
travels	0	0	0	0
traverse	0	1	0	0
treasured	0	1	0	0
treasury	1	0	0	0
tree-clumps	1	0	0	0
trek	1	0	0	0
tremor	1	0	0	0
trench	1	0	0	0
trenchard	1	0	0	0
trenton	1	0	0	0
tribesmen	1	0	0	0
tricked	0	1	0	0
trickle	1	0	0	0
trickling	0	1	0	0
trifling	0	1	0	0
trigger-happy	0	0	1	0
trigonal	0	0	1	0
trimmer	1	0	0	0
tripolyphosphate	1	0	0	0
tripped	0	1	0	0
tripping	0	1	0	0
tris	1	0	0	0
triservice	1	0	0	0
trite	0	0	1	0
triviality	1	0	0	0
trophies	1	0	0	0
trophy	1	0	0	0
trouble-free	0	0	1	0
troubling	0	1	0	0
truer	0	0	1	0
truest	0	0	1	0
trujillo's	1	0	0	0
trujillos	1	0	0	0
trusses	1	0	0	0
trusteth	0	1	0	0
trusting	0	0	0	0
truthfulness	1	0	0	0
tryin	0	1	0	0
tsar's	1	0	0	0
tsem	1	0	0	0
